item_no,item_id,type,expset,condition_no,social_context,target_context,register_match,grammatical,context,critical,condition,picture1,picture2,picture3,picture4,sentence,context_norm
54,14,filler,SocStat,1,high,high,match,yes,Herr Meyers*Tätigkeit*als Disponent*verlangt*analytische*Fähigkeiten.,"Ich*vermute,*dass*die Bahn*wegen des heiklen Spiels*überfüllt ist.",a,Filler14_socstat_related_1.jpg,Filler14_socstat_related_2.jpg,Filler14_socstat_unrelated_1.jpg,Filler14_socstat_unrelated_2.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Herr Meyers Tätigkeit als Disponent verlangt analytische Fähigkeiten.
34,34,critical,WP1,4,high,low,mismatch,yes,Unermesslich*wohlerzogen*frohlockt*Elisabeth:,Ich*trinke*später*meine Brause*in dem Lokal.,d,Brause-1.jpg,Schorle-1.jpg,Buecher-1.jpg,Waelzer-1.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Unermesslich wohlerzogen frohlockt Elisabeth:
64,30,filler,SocStat,2,high,high,match,no,Jeder Einwohner*bemerkt*die Veränderungen*in Berlin.,"Ich*bin*sicher,*dass*der Umbau*wegen die klare Vorschrift*verzögert wird.",b,Filler30_socstat_unrelated_1.jpg,Filler30_socstat_related_2.jpg,Filler30_socstat_related_1.jpg,Filler30_socstat_unrelated_2.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Jeder Einwohner bemerkt die Veränderungen in Berlin.
66,33,filler,SocStat,2,high,high,match,no,"Er*wohnt*in Nürnberg,*der Stadt der Lebkuchen.","Ich*weiß,*dass*das Rezept*trotz die richtige Angabe*misslingt.",b,Filler33_socstat_related_1.jpg,Filler33_socstat_unrelated_1.jpg,Filler33_socstat_related_2.jpg,Filler33_socstat_unrelated_2.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,"Er wohnt in Nürnberg, der Stadt der Lebkuchen."
139,30,filler,WP2,9,high,low,mismatch,yes,Der Gesetzeshüter*protokollierte*einen Streit:,Der Verbrecher*bemäkelte*den Kontaktmann.,i,Filler30_WP2_unrelated_2.jpg,Filler30_WP2_related_1.jpg,Filler30_WP2_unrelated_1.jpg,Filler30_WP2_related_2.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Der Gesetzeshüter protokollierte einen Streit:
4,4,critical,WP1,3,high,high,match,yes,Modern ausgerichtet*spricht*Felix:,Ich*pierce*bald*meine Ohren*in dem Einkaufszentrum.,c,Ohren-1.jpg,Lauscher-1.jpg,Wohnung-1.jpg,Behausung-1.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Modern ausgerichtet spricht Felix:
123,22,filler,WP2,9,high,low,mismatch,yes,Der Adlige*schilderte*eine befremdliche Begebenheit:,Der Gastwirt*schmierte*den Winzer.,i,Filler22_WP2_unrelated_1.jpg,Filler22_WP2_related_2.jpg,Filler22_WP2_unrelated_2.jpg,Filler22_WP2_related_1.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Der Adlige schilderte eine befremdliche Begebenheit:
144,32,filler,WP2,8,high,high,match,no,Der Professorenrat*debattierte*über den Zwist:,Der Rektor*fixieren*den Schüler.,h,Filler32_WP2_unrelated_2.jpg,Filler32_WP2_unrelated_1.jpg,Filler32_WP2_related_2.jpg,Filler32_WP2_related_1.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Der Professorenrat debattierte über den Zwist:
46,6,filler,SocStat,1,high,high,match,yes,Zu spät*kommen*als Arzt*wird*nicht gern*gesehen.,"Ich*denke,*dass*der Stau*wegen der engen Baustelle*unendlich ist.",a,Filler6_socstat_unrelated_1.jpg,Filler6_socstat_related_2.jpg,Filler6_socstat_related_1.jpg,Filler6_socstat_unrelated_2.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Zu spät kommen als Arzt wird nicht gern gesehen.
20,20,critical,WP1,6,high,low,mismatch,no,Regsam engagiert*renommiert*Lukas:,Ich*serviere*jetzt*meinen Wisch*auf der Veranda.,f,Champagner-1.jpg,Schampus-1.jpg,Antrag-1.jpg,Wisch-1.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Regsam engagiert renommiert Lukas:
56,16,filler,SocStat,1,high,high,match,yes,Ricardo*wird*regelmäßig*als DJ*angeheuert.,"Ich*merke,*dass*die Überraschung*wegen der tiefen Freude*gelungen ist.",a,Filler16_socstat_related_1.jpg,Filler16_socstat_unrelated_2.jpg,Filler16_socstat_related_2.jpg,Filler16_socstat_unrelated_1.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Ricardo wird regelmäßig als DJ angeheuert.
99,10,filler,WP2,7,high,high,match,yes,Der Werkstattinhaber*bekundete*bestürzt:,Der Autobesitzer*belästigte*den Mechaniker.,g,Filler10_WP2_related_2.jpg,Filler10_WP2_related_1.jpg,Filler10_WP2_unrelated_2.jpg,Filler10_WP2_unrelated_1.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Der Werkstattinhaber bekundete bestürzt:
58,18,filler,SocStat,1,high,high,match,yes,Helga*arbeitet*seit vielen Jahren*als Chefredakteurin.,"Ich*finde,*dass*der Artikel*wegen der kleinen Vorfälle*deutlich*übertreibt.",a,Filler18_socstat_related_2.jpg,Filler18_socstat_unrelated_2.jpg,Filler18_socstat_unrelated_1.jpg,Filler18_socstat_related_1.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Helga arbeitet seit vielen Jahren als Chefredakteurin.
16,16,critical,WP1,6,high,low,mismatch,no,Feinsinnig veranlagt*verkündet*Robert:,Ich*koche*jetzt*mein Moos*auf dem Kochfeld.,f,Futter-1.jpg,Essen-1.jpg,Geld-1.jpg,Moos-1.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Feinsinnig veranlagt verkündet Robert:
92,6,filler,WP2,7,high,high,match,yes,Der Bürgermeister*proklamierte*im Amtsblatt:,Der Detektiv*überlistete*den Gauner.,g,Filler6_WP2_related_1.jpg,Filler6_WP2_unrelated_1.jpg,Filler6_WP2_unrelated_2.jpg,Filler6_WP2_related_2.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Der Bürgermeister proklamierte im Amtsblatt:
78,50,filler,SocStat,2,high,high,match,no,Die Kritiker*beratschlagten sich.,"Ich*nehme*an,*dass*der Film*trotz die schwache Bewertung*interessant ist.",b,Filler50_socstat_related_1.jpg,Filler50_socstat_unrelated_1.jpg,Filler50_socstat_unrelated_2.jpg,Filler50_socstat_related_2.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Die Kritiker beratschlagten sich.
60,21,filler,SocStat,1,high,high,match,yes,Als Lektor*steht*Hans*stets*vor neuen Herausforderungen.,"Ich*hoffe,*dass*die Reaktion*wegen der falschen Nachricht*angemessen ist.",a,Filler21_socstat_related_2.jpg,Filler21_socstat_related_1.jpg,Filler21_socstat_unrelated_2.jpg,Filler21_socstat_unrelated_1.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Als Lektor steht Hans stets vor neuen Herausforderungen.
38,38,critical,WP1,4,high,low,mismatch,yes,Achtsam wohlmeinend*verbalisiert*Norbert:,Ich*verschütte*gleich*meine Plürre*auf das Tafeltuch.,d,Pluerre-1.jpg,Getraenke-1.jpg,Finger-1.jpg,Griffel-1.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Achtsam wohlmeinend verbalisiert Norbert:
52,12,filler,SocStat,1,high,high,match,yes,Marc*muss*als Berufsmusiker*stets*flexibel*sein.,"Ich*bin*überzeugt,*dass*die Veranstaltung*wegen der lauten Störung*länger dauert.",a,Filler12_socstat_related_2.jpg,Filler12_socstat_unrelated_1.jpg,Filler12_socstat_unrelated_2.jpg,Filler12_socstat_related_1.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Marc muss als Berufsmusiker stets flexibel sein.
68,35,filler,SocStat,2,high,high,match,no,Das Weinfest*ist*bei vielen Hessen*Höhepunkt des Jahres.,"Ich*weiß,*dass*der Raum*trotz die massive Hitze*voll ist.",b,Filler35_socstat_unrelated_1.jpg,Filler35_socstat_related_1.jpg,Filler35_socstat_unrelated_2.jpg,Filler35_socstat_related_2.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Das Weinfest ist bei vielen Hessen Höhepunkt des Jahres.
83,2,filler,WP2,7,high,high,match,yes,Der Gefängnisvorstand*bezeugte*in der Anhörung:,Der Skinhead*züchtigte*den Häftling.,g,Filler2_WP2_unrelated_1.jpg,Filler2_WP2_related_2.jpg,Filler2_WP2_unrelated_2.jpg,Filler2_WP2_related_1.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Der Gefängnisvorstand bezeugte in der Anhörung:
40,40,critical,WP1,4,high,low,mismatch,yes,Leger verweilend*ersinnt*Sabine:,Ich*trage*jetzt*meine Schlappen*in der Villa.,d,Hausschuhe-1.jpg,Schlappen-1.jpg,Pension-1.jpg,Absteige-1.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Leger verweilend ersinnt Sabine:
50,10,filler,SocStat,1,high,high,match,yes,Mein Papa*ist*Schreiner.,"Ich*befürchte,*dass*die Sanierung*wegen der schönen Umgebung*chancenlos ist.",a,Filler10_socstat_unrelated_2.jpg,Filler10_socstat_related_1.jpg,Filler10_socstat_unrelated_1.jpg,Filler10_socstat_related_2.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Mein Papa ist Schreiner.
62,28,filler,SocStat,2,high,high,match,no,Peter*mag*an Potsdam*die vielen Grünflächen.,"Ich*mutmaße,*dass*der Park*wegen die schmale Größe*übersichtlich ist.",b,Filler28_socstat_unrelated_1.jpg,Filler28_socstat_related_1.jpg,Filler28_socstat_related_2.jpg,Filler28_socstat_unrelated_2.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Peter mag an Potsdam die vielen Grünflächen.
88,4,filler,WP2,7,high,high,match,yes,Die Kulturministerin*artikulierte*im Jahresbericht:,Die Regisseurin*koste*den Hauptdarsteller.,g,Filler4_WP2_related_2.jpg,Filler4_WP2_unrelated_1.jpg,Filler4_WP2_related_1.jpg,Filler4_WP2_unrelated_2.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Die Kulturministerin artikulierte im Jahresbericht:
36,36,critical,WP1,4,high,low,mismatch,yes,Effizient autonom*deklariert*Vera:,Ich*montiere*später*meine Funzel*an die Zimmerdecke.,d,Augen-1.jpg,Glubscher-1.jpg,Funzel-1.jpg,Lampe-1.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Effizient autonom deklariert Vera:
10,10,critical,WP1,3,high,high,match,yes,Vermögend situiert*avisiert*Paula:,Ich*rasiere*bald*meine Beine*in der Badewanne.,c,Autos-1.jpg,Karren-1.jpg,Beine-1.jpg,Stelzen-1.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Vermögend situiert avisiert Paula:
120,20,filler,WP2,10,high,low,mismatch,no,Der Landesherr*verewigte*auf dem Pergament:,Der Kaiser*hätscheln*den Herzog.,j,Filler20_WP2_related_2.jpg,Filler20_WP2_unrelated_2.jpg,Filler20_WP2_related_1.jpg,Filler20_WP2_unrelated_1.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Der Landesherr verewigte auf dem Pergament:
95,8,filler,WP2,7,high,high,match,yes,Die Juroren*verlasen*ihr Votum:,Der Sporttaucher*täuschte*den Brustschwimmer.,g,Filler8_WP2_related_1.jpg,Filler8_WP2_related_2.jpg,Filler8_WP2_unrelated_1.jpg,Filler8_WP2_unrelated_2.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Die Juroren verlasen ihr Votum:
8,8,critical,WP1,3,high,high,match,yes,Wohlgemut gesinnt*proklamiert*Dennis:,Ich*esse*jetzt*mein Gemüse*von dem Supermarkt.,c,Fahrrad-1.jpg,Stahlross-1.jpg,Gemuese-1.jpg,Gruenzeug-1.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Wohlgemut gesinnt proklamiert Dennis:
70,40,filler,SocStat,2,high,high,match,no,In Ihrer neuen Heimat*Kassel*ist*viel Platz*für ein Beet.,"Ich*befürchte,*dass*der Garten*trotz die üppige Pflege*zuwachsen wird.",b,Filler40_socstat_related_1.jpg,Filler40_socstat_unrelated_1.jpg,Filler40_socstat_unrelated_2.jpg,Filler40_socstat_related_2.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,In Ihrer neuen Heimat Kassel ist viel Platz für ein Beet.
127,24,filler,WP2,9,high,low,mismatch,yes,Die Hausherren*priesen*die Novität:,Der Gärtner*umgarnte*den Gehilfen.,i,Filler24_WP2_unrelated_1.jpg,Filler24_WP2_unrelated_2.jpg,Filler24_WP2_related_1.jpg,Filler24_WP2_related_2.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Die Hausherren priesen die Novität:
76,48,filler,SocStat,2,high,high,match,no,Der Patient*versicherte*dem Doktor.,"Ich*vermute,*dass*der Zahn*trotz die sanfte Behandlung*oft schmerzt.",b,Filler48_socstat_related_1.jpg,Filler48_socstat_unrelated_1.jpg,Filler48_socstat_unrelated_2.jpg,Filler48_socstat_related_2.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Der Patient versicherte dem Doktor.
30,30,critical,WP1,5,high,high,match,no,Exzessiv arrogant*intoniert*Annika:,Ich*streiche*bald*meine Zigarre*auf der Fassade.,e,Kneipe-1.jpg,Schaenke-1.jpg,Zigarre-1.jpg,Kippe-1.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Exzessiv arrogant intoniert Annika:
136,28,filler,WP2,9,high,low,mismatch,yes,Die Erziehungsberechtigten*erzählten*dem Nachfahren:,Der Bruder*beschwindelte*den Onkel.,i,Filler28_WP2_related_2.jpg,Filler28_WP2_related_1.jpg,Filler28_WP2_unrelated_2.jpg,Filler28_WP2_unrelated_1.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Die Erziehungsberechtigten erzählten dem Nachfahren:
151,36,filler,WP2,8,high,high,match,no,Die Geheimdienste*offenbarten*in der Schriftrolle:,Der Immobilienbesitzer*betrügen*den Makler.,h,Filler36_WP2_related_1.jpg,Filler36_WP2_unrelated_2.jpg,Filler36_WP2_related_2.jpg,Filler36_WP2_unrelated_1.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Die Geheimdienste offenbarten in der Schriftrolle:
44,4,filler,SocStat,1,high,high,match,yes,Als Justiziar*benötigt*man*eine breite Expertise.,"Ich*nehme an,*dass*das Verfahren*wegen der harten Anklage*aufgenommen wurde.",a,Filler4_socstat_related_2.jpg,Filler4_socstat_unrelated_2.jpg,Filler4_socstat_unrelated_1.jpg,Filler4_socstat_related_1.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Als Justiziar benötigt man eine breite Expertise.
6,6,critical,WP1,3,high,high,match,yes,Höchst strebsam*verlautbart*Moritz:,Ich*töpfere*später*meine Tassen*in dem Atelier.,c,Tassen-1.jpg,Poette-1.jpg,Gemaecher-1.jpg,Kammern-1.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Höchst strebsam verlautbart Moritz:
115,18,filler,WP2,10,high,low,mismatch,no,Der Vorstandsvorsitzende*propagierte*in der Sitzung:,Der Ausbilder*sponsern*die Künstlerin.,j,Filler18_WP2_related_1.jpg,Filler18_WP2_related_2.jpg,Filler18_WP2_unrelated_2.jpg,Filler18_WP2_unrelated_1.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Der Vorstandsvorsitzende propagierte in der Sitzung:
22,22,critical,WP1,5,high,high,match,no,Fachkundig instruiert*signalisiert*Florian:,Ich*entwurme*jetzt*meinen Bauch*bei dem Veterinär.,e,Hund-1.jpg,Koeter-1.jpg,Bauch-1.jpg,Wanst-1.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Fachkundig instruiert signalisiert Florian:
2,2,critical,WP1,3,high,high,match,yes,Elegant angezogen*spricht*Peter:,Ich*falte*gleich*meine Kleidung*auf der Liege.,c,Klamotten-1.jpg,Kleidung-1.jpg,Schuhe-1.jpg,Latschen-1.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Elegant angezogen spricht Peter:
104,12,filler,WP2,10,high,low,mismatch,no,Die Akademikerin*bedauerte*in der Konversation:,Der Passant*schimpfen*den Obdachlosen.,j,Filler12_WP2_unrelated_1.jpg,Filler12_WP2_unrelated_2.jpg,Filler12_WP2_related_2.jpg,Filler12_WP2_related_1.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Die Akademikerin bedauerte in der Konversation:
24,24,critical,WP1,5,high,high,match,no,Beflissen arbeitend*kündet*Lars:,Ich*befülle*gleich*meine Haare*aus dem Krug.,e,Flasche-1.jpg,Pulle-1.jpg,Haare-1.jpg,Maehne-1.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Beflissen arbeitend kündet Lars:
147,34,filler,WP2,8,high,high,match,no,Der Bevollmächtigte*dokumentierte*die Furore:,Der Raufbold*vertrimmen*den Häftling.,h,Filler34_WP2_related_1.jpg,Filler34_WP2_related_2.jpg,Filler34_WP2_unrelated_1.jpg,Filler34_WP2_unrelated_2.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Der Bevollmächtigte dokumentierte die Furore:
48,8,filler,SocStat,1,high,high,match,yes,Anna*arbeitet*mehr als 5 Jahre*in dem Geschäft.,"Ich*meine,*dass*das Essen*wegen des scharfen Gewürzes*unverträglich ist.",a,Filler8_socstat_related_1.jpg,Filler8_socstat_unrelated_1.jpg,Filler8_socstat_unrelated_2.jpg,Filler8_socstat_related_2.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Anna arbeitet mehr als 5 Jahre in dem Geschäft.
108,14,filler,WP2,10,high,low,mismatch,no,Der Hochwohlgeborene*verbreitete*anmutig:,Der Meister*checken*den Lehrling.,j,Filler14_WP2_unrelated_1.jpg,Filler14_WP2_related_2.jpg,Filler14_WP2_unrelated_2.jpg,Filler14_WP2_related_1.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Der Hochwohlgeborene verbreitete anmutig:
26,26,critical,WP1,5,high,high,match,no,Unerhört wohlhabend*äußert*Heike:,Ich*verkaufe*bald*meine Füße*bei der Versteigerung.,e,Residenz-1.jpg,Bude-1.jpg,Fuesse-1.jpg,Mauken-1.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Unerhört wohlhabend äußert Heike:
72,43,filler,SocStat,2,high,high,match,no,Der Elternbeirat*aus Wiesbaden*trifft sich*wöchentlich.,"Ich*denke,*dass*das Treffen*trotz die ernste Diskussion*pünktlich*endet.",b,Filler43_socstat_related_1.jpg,Filler43_socstat_unrelated_1.jpg,Filler43_socstat_unrelated_2.jpg,Filler43_socstat_related_2.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Der Elternbeirat aus Wiesbaden trifft sich wöchentlich.
32,32,critical,WP1,4,high,low,mismatch,yes,Grandios geschult*prophezeit*Klaus:,Ich*verschreibe*bald*meine Pillen*auf einem Zettel.,d,Pillen-1.jpg,Arznei-1.jpg,Pistole-1.jpg,Knarre-1.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Grandios geschult prophezeit Klaus:
74,46,filler,SocStat,2,high,high,match,no,Tim*mauschelte*uns*seine Ideen*zu.,"Ich*vermute,*dass*die Zeit*trotz die schrille Musik*entspannend ist.",b,Filler46_socstat_related_1.jpg,Filler46_socstat_unrelated_1.jpg,Filler46_socstat_unrelated_2.jpg,Filler46_socstat_related_2.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Tim mauschelte uns seine Ideen zu.
18,18,critical,WP1,6,high,low,mismatch,no,Penibelst disponiert*propagiert*Tobias:,Ich*füttere*gleich*mein Klo*vor dem Lagerhaus.,f,Tier-1.jpg,Vieh-1.jpg,WC-1.jpg,Klo-1.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Penibelst disponiert propagiert Tobias:
